factor_registration_number,factor_name,google_place_id,location_number,author_name,review_rating,review_text,review_time,review_relative_time
PF000371,Aberdeenshire Council,ChIJ2dSOqmhxhEgRiFxU0Av6BiM,3,Gina Martinez,1,"Too many things to mention about the Terrible service from Angie and the staff at Aberdeenshire Leasing.
Initially all is good and very attentive. The moment an issue in the property arises you are treated like you are a naughty child , all this company is interested in is money and the landlord.. and certainly do not care about the tenants. If I could rate zero stars I would as renting from this letting agent Angie Homes Aberdeenshire leasing has been the most awful experience my family and I have ever experienced in all of our lives. She dismisses issues that she finds challenging and conveniently forgets things she mentioned , and if the truth were told by Angie at the very beginning of our viewing we would have never moved! As based on these lies that was said to us in order for us to rent we would not have moved. Please be aware of this agent as they will never be on the tenant side. None of the work that needed fixing was not completed.
Date of experience: 07 August 2023",1692943012,2 years ago
PF000371,Aberdeenshire Council,ChIJIc1LziiEg0gRuDJy0rLFeuQ,4,Scottish Wifey,1,"Was on the phone this morning with a woman from Aberdeenshire Council. I won’t name names, although I would love to! I felt judged the whole time and her attitude was extremely rude, disrespectful, aggressive and very unprofessional. I felt like I was there for a verbal confrontation rather then to try get help. Due to recently moving this was the first time in years I’d had to contact Aberdeenshire Council and to be honest this experience had made me feel I can’t rely on them or trust them. If this woman’s attitude is just her then ASC need to really look into things and if they think that it’s acceptable for there staff to be like this then they all need better training. Just hope the next time I need help/advise I’m put on to someone much much better and who actually knows how to work with people. Very disappointed. Also when I tried to defend myself the woman was very very rude and put the phone down on me!

(This was a woman from the Inverurie Aberdeenshire Council)",1722351965,a year ago
PF000371,Aberdeenshire Council,ChIJIc1LziiEg0gRuDJy0rLFeuQ,4,Kai Hunter,1,"Been chasing the council for months over repairs! I've got about 6 different repairs I've reported, ranging from leaking windows, mouldy flooring (due to a leak under sink) and now a faulty back door. Tried to report it as an emergency (clearly a fire hazard) and was told to climb out the window if a fire breaks out!? With my two young children? Not to mention my youngest has autism! how on earth would I manage that!!! You need to sort out your priorities!!",1711722523,a year ago
PF000371,Aberdeenshire Council,ChIJIc1LziiEg0gRuDJy0rLFeuQ,4,Viola Puncule,1,Very bad service works very slow and when you ask them something she never knows notingh,1665497869,3 years ago
PF000371,Aberdeenshire Council,ChIJIc1LziiEg0gRuDJy0rLFeuQ,4,Ewan Neal,1,Waste of time don't go to them,1723718837,a year ago
PF000371,Aberdeenshire Council,ChIJIc1LziiEg0gRuDJy0rLFeuQ,4,Shaun Millington,1,The waiting times for them to answer a call is ridiculous,1621431796,4 years ago
PF000371,Aberdeenshire Council,ChIJ1RdolmoOhEgRJPSOgPZNACU,5,GM,1,"Absolute jokers. Good luck getting through on the phone or getting a prompt response via e-mail. Sent me an invoice out of thin air 8 months after I had moved out of my property having settled my account with them at the time of moving out. I challenged this as their own terms and conditions even state that all accounts will be run no later than 3 months following the sale of a property, i was ignored to begin with and then sent a debt notice with further charges threatned to which i went back again because I was actively trying to engage regarding the matter but receiving no response so clearly nobody was communicating internally. I was then told my account was on hold and that someone would get back in touch. That was in June. Nobody has ever been back on touch so i assumed that they had realised the error and closed the case. WRONG, i have now received a debt notice adding further charges claiming I have been ignoring prior warnings!!! Unbelievable! Have attempted several times to call them, have emailed several times showing all the proof of what i have just mentioned and still no response. Avoid this company like the plague. They are ridiculously overpriced as it is, i paid by direct debit each month while i resided in my flat and would still be hit at least 3 times a year with extra charges of over £200+. Crooks!!",1759152499,3 months ago
PF000371,Aberdeenshire Council,ChIJ1RdolmoOhEgRJPSOgPZNACU,5,Owen Glass,1,"Despite originally agreeing to pay approximately £18 per month, I seem to regularly have to pay additional fees for the maintenance work that I am meant to be funding through my regular payments.

What’s going on here?

Whenever I phone the office the staff are nice enough, this does not however dispute the fact that I am overcharged for the service that I am receiving. The car park, bins area and corridors in the property never seem to be any different and don’t seem as if they’re kept on top of very well, so what exactly is it I am paying for?

Based on many of the other comments, the company seems to have an act for this.",1765997712,3 weeks ago
PF000371,Aberdeenshire Council,ChIJ1RdolmoOhEgRJPSOgPZNACU,5,alex lawson,1,"NOT A GOOD COMPANY TO DEAL WITH.
They have a problem with sending out invoices,then hit you with late payment penalties for invoices that I have not received.
I have been trying to resolve this problem with them for 10 months without success.
Alex Lawson.
The Campus Hilton
Aberdeen.

1 year on.
NO INVOICES.
NO COMMUNICATION.
NO RESOLUTION.

I HAVE NOW RECEIVED NOTICE OF LEGAL PROCEEDINGS FOR NON PAYMENT OF CHARGES FOR LATE PAYMENT THAT I WAS ASSURED HAD BEEN REMOVED FROM MY ACCOUNT.
THIS COMPANY IS AN ABSOLUTE JOKE.",1761046667,2 months ago
PF000371,Aberdeenshire Council,ChIJ1RdolmoOhEgRJPSOgPZNACU,5,Chris A,1,"Really bad community. Avoid if you can.

PMC has been my property factor company for 10 years and I have been paying by direct debit all this time. A few weeks before Xmas I was sent notification that I had an outstanding balance of £250,  this is despite my direct debit coming off as normal and they taking above the normal amount twice In the last 8 months. Wrote emails and left voicemail messages to accounts, debt recovery and the assigned property manager....all ignored.  1st week in January, got a reminder where they then added fees onto my account.....again wrote emails and left voicemail messages, ignored by accounts and debt recovery teams again but this time got an email response from property manager apologising for lack of response and telling me that a payment plan would be set up on my account to spread the amount over a period of time....I responded asking for some information on how it occurred...again ignored!  Finally, last week received a final demand with a threat of legal action if not paid within 7 days....yet again, emails and voicemail left to accounts & debt recovery all ignored

As someone willing to pay the amount and understand why the DD is not sufficient to cover payments, I am shocked and disappointed that no-one is willing to speak to me about this.

Edit 20/01 Spoke to property manager who was helpful and explained some things.  If only accounts could have phoned in December, this would have all be resolved at that point",1737381263,11 months ago
PF000371,Aberdeenshire Council,ChIJ1RdolmoOhEgRJPSOgPZNACU,5,Linda Gray,2,"Have been in a rental for 5 years factored by PMC. Lost my carpark fob and it took around 6 months to recieve a replacement. I found them to be pretty dismissive and they refused any sort of discount on the replacement fob, despite the fact I wasn't able to use my designated car parking space for nearly half a year. Eventually a replacement appeared through my letter box with no note, apology, nothing. Also, their working hours of 9.30 to 4pm Mon-Thurs and 9.30 to 1pm Friday (despite what it says on their website) aren't the most convenient.",1736439783,a year ago
PF000206,Abertay Housing Association Ltd,ChIJW-Y2GaldhkgR1d5LTUQ-45E,1,Thomas Ferrie,1,"The most hopeless company ever.
I have just moved in to block 4 Dryburgh gardens.
The house is freezing the the shower is tepid, it’s like living in an ice box.
When I first moved in there was no tv connection, no buzzer on the door with that company, Abertay housing said was all checked.
No heating in the bathroom, dribble on the water taps , no hot water in which they said had all been checked. Do not get a house with them.
Thomas Ferrie.",1763629863,a month ago
