factor_registration_number,factor_name,google_place_id,google_name,rating,review_count,address,phone,website,is_verified,google_maps_url,latitude,longitude,location_number,business_status,business_types
PF000146,Bield Housing & Care,ChIJr87dvlhKhkgRKqxNajUucgg,Bield Housing & Care,4.3,3,"4 Inchkeith Ct, Glenrothes KY7 6RX, UK",01592 744738,https://www.bield.co.uk/,True,https://maps.google.com/?cid=608599706600057898,56.2085584,-3.1703987,4,OPERATIONAL,"establishment, point_of_interest"
PF000146,Bield Housing & Care,ChIJw7cHhpVqiEgRBiwJPcEPu2A,Bield Housing Association Ltd,3.9,10,"Fife Court, Fife Cres, Bothwell, Glasgow G71 8DG, UK",01698 853430,https://www.bield.co.uk/,True,https://maps.google.com/?cid=6970182170913090566,55.8021781,-4.0697565,5,OPERATIONAL,"establishment, point_of_interest"
PF000276,Blairtummock Housing Association Limited,ChIJjbMNxvhBiEgRR_8wDrXy5ug,Blairtummock Housing Association,3.8,26,"45 Boyndie St, Glasgow G34 9JL, UK",0141 773 0202,https://www.blairtummock.org.uk/,True,https://maps.google.com/?cid=16782367920883826503,55.8656689,-4.112843199999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000257,Blochairn Housing Association Ltd,ChIJe8jZ4_hDiEgRoXQNP80Ra00,Blochairn Housing Association,3.3,9,"1 Blochairn Rd, Glasgow G21 2ED, UK",0141 553 1601,https://blochairn.org/,True,https://maps.google.com/?cid=5578572136652305569,55.8713007,-4.219788299999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000869,Blosshome Property Management Ltd,ChIJuVG_OjmWiUgR6RjUouG4kYo,Blosshome Limited,,0,"18 Castle St, Port Bannatyne, Isle of Bute PA20 0ND, UK",01700 504948,http://blosshome.co.uk/,True,https://maps.google.com/?cid=9984965128096061673,55.8597845,-5.080799799999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000869,Blosshome Property Management Ltd,ChIJl2ceuDhJiEgR4Q16otSnvyI,Rentahome Scotland Ltd,3.6,37,"Unit 3003, Abbey Mill Business Centre, Paisley PA1 1JS, UK",0141 212 2000,http://www.rentahomescotland.com/,True,https://maps.google.com/?cid=2503904449542098401,55.8427481,-4.4109868,3,OPERATIONAL,"establishment, point_of_interest"
PF000449,Blythswood Property Management Ltd,ChIJRb65hVPZh0gR0gtxwRo07vQ,Blythswood Property Management Ltd,5,1,"Munro House, Quarrywood Ct, Livingston EH54 6AX, UK",0141 847 0734,https://www.blythswoodpm.co.uk/,True,https://maps.google.com/?cid=17649101279230757842,55.8887691,-3.5279195,1,OPERATIONAL,"establishment, point_of_interest"
PF001016,Bowman Rebecchi Limited,ChIJ2YY2mmCviUgRaW4gTpZzl-s,Bowman Rebecchi Commercial Property Services,3.2,13,"32 Kempock St, Gourock PA19 1NA, UK",01475 639000,https://www.bowreb.com/,True,https://maps.google.com/?cid=16976164409789410921,55.96190559999999,-4.8197269,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000719,Brian Stewart,ChIJDU0G9qfHh0gRHNWLYH8dZ50,Stewart Property Services Ltd,,0,"Canalside House, 45 Polwarth Cres, Edinburgh EH11 1HS, UK",,,True,https://maps.google.com/?cid=11342066619473712412,55.9385059,-3.2182633,1,OPERATIONAL,"establishment, point_of_interest"
PF000719,Brian Stewart,ChIJpezopQi4h0gRFd6zPntPtLw,Stewart Property Letting,3,2,"60 Newhaven Pl, Newhaven, Edinburgh EH6 4TG, UK",0131 553 6828,http://www.stewartpropertyletting.com/,True,https://maps.google.com/?cid=13597580565689916949,55.98283,-3.1938061,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000719,Brian Stewart,ChIJ5Wy39bK5h0gRUstXsZi39fc,Stewart Property Buyers,5,5,"2, 58 Portobello High St, Edinburgh EH15 1DA, UK",0131 463 7444,http://stewartpropertybuyers.co.uk/index.php/sell-house-fast-edinburgh,True,https://maps.google.com/?cid=17867388963100543826,55.95488229999999,-3.1173006,3,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000105,Bridgewater Housing Association Limited,ChIJYdgeD2NOiEgRMp8UaPmRQVk,Bridgewater Housing Association,2.8,34,"Ground Floor West, India of Inchinnan, Greenock Rd, Inchinnan, Renfrew PA4 9LH, UK",0141 812 2237,https://www.bridgewaterha.org.uk/,True,https://maps.google.com/?cid=6431582243240845106,55.8863081,-4.4401799,1,OPERATIONAL,"establishment, point_of_interest"
PF000906,Brio Retirement Living (Chapelton) Limited,ChIJR5ORGiIbhEgRPIgNIZ8vu8c,Brio Retirement Living,4.6,5,"20 Landale Ct, Chapelton of Elsick, Stonehaven AB39 8BF, UK",,https://www.brioretirement.co.uk/our-communities/landale-court-chapelton/,True,https://maps.google.com/?cid=14392149394693392444,57.03364759999999,-2.1779241,1,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000906,Brio Retirement Living (Chapelton) Limited,ChIJJ-cAFqwbhEgRs-AqRVeoJvs,Brio Landale Court,4.6,9,"19 Landale Ct, Chapelton of Elsick, Stonehaven AB39 8BF, UK",01569 730357,https://www.brioretirement.co.uk/our-communities/landale-court-chapelton/?utm_source=GoogleMyBusiness&utm_medium=Search&utm_campaign=GMB,True,https://maps.google.com/?cid=18097337245410975923,57.03345479999999,-2.1778042,2,OPERATIONAL,"establishment, point_of_interest"
PF000830,Brio Retirement Living (Holdings) Limited,ChIJR5ORGiIbhEgRPIgNIZ8vu8c,Brio Retirement Living,4.6,5,"20 Landale Ct, Chapelton of Elsick, Stonehaven AB39 8BF, UK",,https://www.brioretirement.co.uk/our-communities/landale-court-chapelton/,True,https://maps.google.com/?cid=14392149394693392444,57.03364759999999,-2.1779241,1,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000830,Brio Retirement Living (Holdings) Limited,ChIJJ-cAFqwbhEgRs-AqRVeoJvs,Brio Landale Court,4.6,9,"19 Landale Ct, Chapelton of Elsick, Stonehaven AB39 8BF, UK",01569 730357,https://www.brioretirement.co.uk/our-communities/landale-court-chapelton/?utm_source=GoogleMyBusiness&utm_medium=Search&utm_campaign=GMB,True,https://maps.google.com/?cid=18097337245410975923,57.03345479999999,-2.1778042,3,OPERATIONAL,"establishment, point_of_interest"
PF000769,Bute Factors Ltd,ChIJf2i32AOWiUgRbu2B6NkjRRA,Bute Factors Ltd,4,1,"53 Victoria St, Rothesay, Isle of Bute PA20 0AP, UK",01700 503055,,True,https://maps.google.com/?cid=1172382696815586670,55.8378701,-5.056235399999999,1,OPERATIONAL,"establishment, finance, point_of_interest"
PF000956,C-urb 6 Ltd,ChIJpTTl-CbHh0gR3gyN4-c-Q-A,C~urb PSL,3.5,30,"2C New Mart Rd, Edinburgh EH14 1RL, UK",0330 303 0087,https://curb.scot/PSL,True,https://maps.google.com/?cid=16159829053611511006,55.92794199999999,-3.247813,1,OPERATIONAL,"establishment, point_of_interest"
PF000259,Cadder Housing Association,ChIJVZWF_lBEiEgRtnyuvZ9C_8w,Cadder Housing Association,3.1,40,"5BA, 20 Fara St, Glasgow G23 5AE, UK",0141 945 3282,http://www.cadderha.co.uk/,True,https://maps.google.com/?cid=14771598556648078518,55.8987268,-4.2755709,1,OPERATIONAL,"establishment, point_of_interest"
PF000259,Cadder Housing Association,ChIJHckwPV1EiEgRZN7Ii_aBJHk,Cadder Housing Association Ltd,4.5,2,"Strathmore Rd, Glasgow G22 7DW, UK",,,True,https://maps.google.com/?cid=8729244873657998948,55.8969775,-4.2600026,2,OPERATIONAL,"establishment, point_of_interest"
PF000292,Cairn Housing Association Ltd,ChIJzWj-QdtAiEgRq2gtOtrJx4A,Cairn Housing Association,2.2,9,"Bellevue House, 22 Hopetoun St, Edinburgh EH7 4GH, UK",,https://www.cairnha.com/,True,https://maps.google.com/?cid=9279607496336304299,55.9620733,-3.1868977,1,OPERATIONAL,"establishment, health, local_government_office, point_of_interest"
PF000292,Cairn Housing Association Ltd,ChIJxw66-lJxj0gRefSPbwhlsTs,Cairn Housing Association - Inverness Office,2.7,24,"Caroline MacAskill House, 30 Waterloo Pl, Inverness IV1 1NB, UK",0800 990 3405,https://www.cairnha.com/,True,https://maps.google.com/?cid=4301330206021383289,57.4829447,-4.2307251,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000292,Cairn Housing Association Ltd,ChIJi1u3pOH0hkgRVTgtlfC2-U0,Cairn Housing Association,5,4,"Condor Court, MacKenzie St, Carnoustie DD7 6HZ, UK",01241 855607,https://www.cairnha.com/,True,https://maps.google.com/?cid=5618723154532579413,56.5059783,-2.7083745,3,OPERATIONAL,"establishment, point_of_interest"
PF000292,Cairn Housing Association Ltd,ChIJk8dpvUlxj0gRARCw3sqF0JE,Cairn Housing Association Ltd,,0,"35 Macewen Dr, Inverness IV2 3PD, UK",01463 242039,,True,https://maps.google.com/?cid=10507045037021335553,57.4759939,-4.210181899999999,4,OPERATIONAL,"establishment, point_of_interest"
PF000764,Calderwood Community Services Limited,ChIJ1dbaC0Lbh0gRSy1wbosuFhM,Calderwood Community Garden,4.5,2,"Badger Walk, East Calder, Livingston EH53 0PR, UK",,,True,https://maps.google.com/?cid=1375337912596442443,55.9017298,-3.4545276,2,OPERATIONAL,"establishment, park, point_of_interest"
PF000222,Caledonia Housing Association Limited,ChIJrcTjcxE7hkgRUGxpcinks6E,CALEDONIA HOUSING ASSOCIATION,3.5,29,"Suite 4, Saltire House, Whitefriars Cres, Perth PH2 0PA, UK",0800 678 1228,https://www.caledoniaha.co.uk/,True,https://maps.google.com/?cid=11651907527601908816,56.3968316,-3.4442088,1,OPERATIONAL,"establishment, point_of_interest"
PF000222,Caledonia Housing Association Limited,ChIJpwLQYihchkgRmg9RtXm8SSM,Caledonia Housing Association Offices,2.8,17,"seabraes house, 18 Greenmarket, Dundee DD1 4QB, UK",0800 678 1228,https://www.caledoniaha.co.uk/,True,https://maps.google.com/?cid=2542770695546408858,56.4558405,-2.9769889,2,OPERATIONAL,"establishment, point_of_interest"
PF000222,Caledonia Housing Association Limited,ChIJm3LKbrI7hkgROJjlfkzIdvA,Caledonian House,4.6,11,"West, Kinfauns, Perth PH2 7XZ, UK",01821 641240,https://www.morrisleslie.com/property-division/caledonian-house/,True,https://maps.google.com/?cid=17327256847226607672,56.3831857,-3.4003952,4,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000331,Calvay Housing Association Ltd,ChIJndens45BiEgRTU1fTFm2qgU,Calvay Housing Association,4,32,"16 Calvay Rd, Barlanark Rd, Glasgow G33 4RE, UK",0141 771 7722,https://www.calvay.org.uk/,True,https://maps.google.com/?cid=408339210880109901,55.8596306,-4.1436499,1,OPERATIONAL,"establishment, point_of_interest"
PF000154,Cassiltoun Housing Association Limited,ChIJU1bIHC5HiEgRA29g2u0ABLk,Cassiltoun Housing Association,2.9,46,"Castlemilk Stables, 59 Machrie Rd, Glasgow G45 0AZ, UK",0141 634 2673,http://www.cassiltoun.org.uk/,True,https://maps.google.com/?cid=13331781818494512899,55.8078411,-4.2217075,1,OPERATIONAL,"establishment, point_of_interest"
PF000161,Castlehill Housing Association Limited,ChIJoTspq9gRhEgRBVT1XFdqRA0,Castlehill Housing Association Ltd,3,28,"4 Carden Pl, Aberdeen AB10 1UT, UK",01224 625822,http://www.castlehillha.co.uk/,True,https://maps.google.com/?cid=956005944363668485,57.14546170000001,-2.1167973,1,OPERATIONAL,"establishment, point_of_interest"
PF000161,Castlehill Housing Association Limited,ChIJWzd0x9gRhEgRcx8rDp0qHgQ,Castlehill Housing Trust,5,1,"4 Carden Pl, Aberdeen AB10 1UT, UK",01224 625822,http://castlehillhousingtrust.org.uk/,True,https://maps.google.com/?cid=296721479488970611,57.1445924,-2.1182979,2,OPERATIONAL,"establishment, point_of_interest"
PF000161,Castlehill Housing Association Limited,ChIJtYvdOyIOhEgRyOj9sxjkdAc,Castlehill Housing Association,1,1,"6 Raeburn Pl, Aberdeen AB25 1PR, UK",01224 639477,https://www.castlehillha.co.uk/,True,https://maps.google.com/?cid=537305050314041544,57.1494744,-2.107908,3,CLOSED_TEMPORARILY,"establishment, point_of_interest"
PF000161,Castlehill Housing Association Limited,ChIJYYU-pkkOhEgRArOMNkBa4gs,Castlehill Housing Association,4.6,5,"St Peters Court, 191 Victoria Rd, Torry, Aberdeen AB11 9NW, UK",01224 625822,https://www.castlehillha.co.uk/,True,https://maps.google.com/?cid=856346110993412866,57.136791,-2.0824465,4,OPERATIONAL,"establishment, point_of_interest"
PF000161,Castlehill Housing Association Limited,ChIJl0_WziwQhEgRgONZGNmRvus,Castlehill Housing Association,4,1,"Ruthrie Rd, Aberdeen AB10 7HF, UK",01224 625822,https://www.castlehillha.co.uk/,True,https://maps.google.com/?cid=16987175206090564480,57.1277479,-2.1242107,5,OPERATIONAL,"establishment, point_of_interest"
PF000230,Cathcart and District Housing Association Limited,ChIJnV9KOf1GiEgRBs8nthJKnqU,Cathcart & District Housing Association Ltd,2.6,19,"3-5 Rhannan Rd, Cathcart, Glasgow G44 3AZ, UK",0141 633 2779,http://www.cathcartha.co.uk/,True,https://maps.google.com/?cid=11934057506804322054,55.8166834,-4.261912,1,OPERATIONAL,"establishment, point_of_interest"
PF001111,Catherine Hughes,ChIJl2ceuDhJiEgR4Q16otSnvyI,Rentahome Scotland Ltd,3.6,37,"Unit 3003, Abbey Mill Business Centre, Paisley PA1 1JS, UK",0141 212 2000,http://www.rentahomescotland.com/,True,https://maps.google.com/?cid=2503904449542098401,55.8427481,-4.4109868,4,OPERATIONAL,"establishment, point_of_interest"
PF000149,Cernach Housing Association Limited,ChIJ3-JWN5dPiEgR-rSOoJb1jn8,Cernach Housing Association,3.5,22,"79 Airgold Dr, Glasgow G15 7AJ, UK",0141 944 3860,https://www.cernachha.co.uk/,True,https://maps.google.com/?cid=9191553916797367546,55.9158888,-4.3725006,1,OPERATIONAL,"establishment, point_of_interest"
PF000153,Charles White Limited,ChIJMTfKFgzHh0gR73U1r8faq3s,Charles White Limited,3.3,113,"14 New Mart Rd, Edinburgh EH14 1RL, UK",0131 447 8191,http://www.charleswhite.co.uk/,True,https://maps.google.com/?cid=8911456838855521775,55.9264738,-3.2507259,1,OPERATIONAL,"establishment, point_of_interest"
PF000153,Charles White Limited,ChIJURx8ldRFiEgRZDuL9Pk5HO4,Charles White Limited,5,1,"40 Kelvingrove St, Finnieston, Glasgow G3 7RZ, UK",0141 331 2426,http://www.charleswhite.co.uk/,True,https://maps.google.com/?cid=17157652426087152484,55.8658183,-4.283650199999999,2,CLOSED_TEMPORARILY,"establishment, point_of_interest, real_estate_agency"
PF001151,Clan Property Management Ltd,ChIJYeziFApGiEgRn8gMhgKvnPM,Clan Property Solutions,5,3,"8 Harmony Square, Glasgow G51 3LW, UK",,,True,https://maps.google.com/?cid=17554097872957130911,55.85960439999999,-4.3161276,2,OPERATIONAL,"establishment, point_of_interest"
PF000171,Cloch Housing Association Ltd,ChIJBbDGFDCuiUgRPTgamBYPD4c,Cloch Housing Association Ltd,3.9,34,"19 Bogle St, Greenock PA15 1ER, UK",01475 783637,https://clochhousing.org.uk/,True,https://maps.google.com/?cid=9732013909486483517,55.9448167,-4.7530055,1,OPERATIONAL,"establishment, point_of_interest"
PF000106,Clyde Valley Property Services Limited,ChIJrcuYaFBriEgRKZmLXlyym9o,Clyde Valley Housing Association Ltd,3.4,45,"50 Scott St, Motherwell ML1 1PN, UK",01698 268855,https://cvha.org.uk/,True,https://maps.google.com/?cid=15752380231451384105,55.7919107,-3.9871201,1,OPERATIONAL,"establishment, point_of_interest"
PF000106,Clyde Valley Property Services Limited,ChIJZVzTJbxHiEgRlQEEHvuUcbI,Clyde Bespoke Property Management,5,6,"8 Busby Rd, Clarkston, Glasgow G76 7XL, UK",0141 648 7444,https://clydepm.co.uk/,True,https://maps.google.com/?cid=12858222217380757909,55.7902925,-4.277589,2,OPERATIONAL,"establishment, point_of_interest"
PF000231,Clydebank Housing Association Limited,ChIJ7cMUqqpPiEgRP1Z0Q3Qp2p4,Clydebank Housing Assocation,4,24,"77-83 Kilbowie Rd, Clydebank G81 1BL, UK",0141 941 1044,https://www.clydebank-ha.org.uk/,True,https://maps.google.com/?cid=11446506982240179775,55.9018075,-4.4060827,1,OPERATIONAL,"establishment, point_of_interest"
PF000354,Clydeport Properties Ltd,ChIJZVzTJbxHiEgRlQEEHvuUcbI,Clyde Bespoke Property Management,5,6,"8 Busby Rd, Clarkston, Glasgow G76 7XL, UK",0141 648 7444,https://clydepm.co.uk/,True,https://maps.google.com/?cid=12858222217380757909,55.7902925,-4.277589,1,OPERATIONAL,"establishment, point_of_interest"
PF000354,Clydeport Properties Ltd,ChIJw1caHoNFiEgRwRcjAKspL6k,Clyde Property West End Letting,4.3,33,"135 Byres Rd, West End, Glasgow G12 8TT, UK",0141 576 8500,https://www.clydeproperty.co.uk/branches/west-end-letting/,True,https://maps.google.com/?cid=12191008530733668289,55.8731685,-4.2962446,2,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000354,Clydeport Properties Ltd,ChIJEbjoRJlHiEgRDFHwIF-f1aw,Clyde Property Clarkston,4.2,115,"8 Busby Rd, Clarkston, Glasgow G76 7XL, UK",0141 534 3777,https://www.clydeproperty.co.uk/branches/clarkston/,True,https://maps.google.com/?cid=12454035575486304524,55.7901306,-4.2781233,3,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000354,Clydeport Properties Ltd,ChIJiVez8FBGiEgRamXRqXQDIOk,Clyde Property Shawlands,4.7,208,"226 Kilmarnock Rd, Shawlands, Glasgow G43 1TY, UK",0141 571 3777,https://www.clydeproperty.co.uk/branches/shawlands/,True,https://maps.google.com/?cid=16798430409692112234,55.8259237,-4.2860606,5,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000289,Clydesdale Housing Association Ltd,ChIJTWSWhPUOiEgRLhQFvO2OM8E,Clydesdale Housing Association Ltd,4.2,14,"39 N Vennel, Lanark ML11 7PT, UK",01555 665316,http://www.clydesdale-housing.org.uk/,True,https://maps.google.com/?cid=13921628024845177902,55.6745521,-3.7795458,1,OPERATIONAL,"establishment, point_of_interest"
PF001079,Colonsay Community Development Company,ChIJDXMA1B-1i0gRaGeHW1GqV70,Colonsay Village Hall,,0,"Scalasaig, Isle of Colonsay PA61 7YW, UK",,http://www.colonsayvillagehall.org/,True,https://maps.google.com/?cid=13643560862546880360,56.0703006,-6.18856,2,OPERATIONAL,"establishment, point_of_interest"
PF001113,Communities Housing Trust,ChIJB248E1Fxj0gRGeSuwfimkns,Communities Housing Trust,,0,"Bank St, Inverness IV1 1QY, UK",01463 233548,https://www.chtrust.co.uk/,True,https://maps.google.com/?cid=8904363000596456473,57.4790059,-4.228301399999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000319,Cordale Housing Association Limited,ChIJISL93s9SiEgRaLNNRoGV6FE,Cordale Housing Association,3.8,11,"167 Main St, Renton, Dumbarton G82, UK",01389 721216,https://www.cordalehousing.org.uk/,True,https://maps.google.com/?cid=5902131694131852136,55.97209340000001,-4.5842469,1,OPERATIONAL,"establishment, point_of_interest"
PF000319,Cordale Housing Association Limited,ChIJqQp6hT1HiEgR9zYnakzvbhs,Craigdale Housing Association Ltd,5,5,"83-85 Dougrie Rd, Glasgow G45 9NS, UK",0141 634 6473,http://www.craigdaleha.co.uk/,True,https://maps.google.com/?cid=1976780397939734263,55.8037096,-4.2416086,2,OPERATIONAL,"establishment, point_of_interest"
PF001080,Cowiesburn Asset Management LLP,ChIJ_YKS0KnHh0gRmk5E1xjxhgM,Cowiesburn - Commercial Property Managers,2.3,3,"22 Walker St, Edinburgh EH3 7HR, UK",0131 337 5134,http://www.cowiesburn.co.uk/,True,https://maps.google.com/?cid=254155517986098842,55.9499941,-3.2147693,1,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF001080,Cowiesburn Asset Management LLP,ChIJAQCQSidEiEgRWam0alWP3fo,Cowiesburn - Commercial Property managers,,0,"134-138 W Regent St, Glasgow G2 2RQ, UK",0141 319 7115,http://www.cowiesburn.co.uk/,True,https://maps.google.com/?cid=18076762076360255833,55.8636748,-4.2594913,2,OPERATIONAL,"establishment, point_of_interest"
PF000223,Craigdale Housing Association Ltd,ChIJqQp6hT1HiEgR9zYnakzvbhs,Craigdale Housing Association Ltd,5,5,"83-85 Dougrie Rd, Glasgow G45 9NS, UK",0141 634 6473,http://www.craigdaleha.co.uk/,True,https://maps.google.com/?cid=1976780397939734263,55.8037096,-4.2416086,1,OPERATIONAL,"establishment, point_of_interest"
PF000517,Cullen Property Limited,ChIJyao62qLHh0gRcps0uZzdHP0,Cullen Property,4.7,336,"30 Rutland Square, Edinburgh EH1 2BW, UK",0131 221 1818,http://www.cullenproperty.com/,True,https://maps.google.com/?cid=18238696256135535474,55.9491605,-3.2090445,1,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000517,Cullen Property Limited,ChIJifmsD1PHh0gRaN-Vq9fHnBU,Cullain Property Management,4,1,"Ste 19, 44-46 Morningside Rd, Edinburgh EH10 4BF, UK",07758 610041,https://www.cullain.co.uk/,True,https://maps.google.com/?cid=1557339300273971048,55.9328703,-3.2103262,2,OPERATIONAL,"establishment, point_of_interest"
PF000976,Cumming Turner & Watt,ChIJl94zdJlGiEgRjOWHRZkxVtA,"Cumming , Turner & Watt Property Management",1.4,39,"40 Calton Place, Glasgow G5 9TS, UK",0141 429 0203,http://www.ctwproperty.co.uk,True,https://maps.google.com/?cid=15012240942252418444,55.85372,-4.2565842,1,OPERATIONAL,"establishment, point_of_interest"
PF000976,Cumming Turner & Watt,ChIJ95gVxwVriEgRQ1sCmtezh-U,"Cumming , Turner & Watt Property Management",1,7,"195 Main St, Glasgow, Bellshill ML4 1AH, UK",01698 747133,http://ctwproperty.co.uk/,True,https://maps.google.com/?cid=16539385895124622147,55.8536818,-4.2545567,2,OPERATIONAL,"establishment, point_of_interest"
